name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,item_url,used
"ZOTAC Gaming GeForce RTX 3070 Ti Trinity 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling",ZOTAC, RTX 3070 Ti Trinity 8GB , 8 GB , GDDR6X , 317.6 mm , PCIe x16 , GeForce RTX 3070 Ti , 1575 MHz , 1770 MHz , G-Sync ,$689.99 ,https://pcbuilder.net/component-details/graphics-card/zotac-rtx-3070-ti-trinity-8gb-zt-a30710d-10p/,0
PNY NVIDIA Quadro RTX 8000,PNY, Quadro RTX 8000 , 48 GB , GDDR6 , 266.7 mm , PCIe x16 , Quadro RTX 8000 , 1395 MHz , 1770 MHz , None ,"$5,349 ",https://pcbuilder.net/component-details/graphics-card/pny-quadro-rtx-8000-vcqrtx8000-pb/,0
ZOTAC GAMING GeForce RTX 3070 AMP Holo 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card,ZOTAC, RTX 3070 AMP Holo 8GB , 8 GB , GDDR6 , 291.2 mm , PCIe x16 , GeForce RTX 3070 , 1500 MHz , 1785 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/zotac-rtx-3070-amp-holo-8gb-zt-a30700f-10p/,0
NVIDIA TITAN V VOLTA 12GB HBM2 VIDEO CARD,NVIDIA, Titan V , 12 GB , HBM2 , 267 mm , PCIe x16 , Titan V , 1200 MHz , 1455 MHz , G-Sync ,"$1,799.99 ",https://pcbuilder.net/component-details/graphics-card/nvidia-titan-v-900-1g500-2500-000/,0
"Radeon RX 6700 XT Eagle 12G Graphics Card, WINDFORCE 3X Cooling System, 12GB 192-bit GDDR6",Gigabyte, RX 6700 XT Eagle , 12 GB , GDDR6 , 282 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,$449.99 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-rx-6700-xt-eagle-gv-r67xteagle-12gd/,0
Sapphire PULSE RX6700XT 12GB Gaming PCIe Video Card,SAPPHIRE, RX6700 XT 12GB Pulse , 12 GB , GDDR6 , 260 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,$489 ,https://pcbuilder.net/component-details/graphics-card/sapphire-rx6700-xt-12gb-pulse-11306-02-20g/,0
"ASUS TUF Gaming AMD Radeon RX 6700 XT OC Edition Graphics Card AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Dual ball fan bearings",ASUS, RX 6700 XT OC Edition , 12 GB , GDDR6 , 322 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,$743.03 ,https://pcbuilder.net/component-details/graphics-card/asus-rx-6700-xt-oc-edition-tuf-rx6700xt-o12g-gaming/,0
"AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6, AMD RDNA 2",XFX, RX-67TMYDFD8 , 12 GB , GDDR6 , 266.7 mm , PCIe x16 , Radeon RX 6700 XT , 2330 MHz , 2615 MHz , FreeSync ,$749.99 ,https://pcbuilder.net/component-details/graphics-card/xfx-rx-67tmydfd8/,0
"PowerColor Hellhound AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing",PowerColor, AXRX 6700XT 12GBD6-3DHL , 12 GB , GDDR6 , 305 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,$622 ,https://pcbuilder.net/component-details/graphics-card/powercolor-axrx-6700xt-12gbd6-3dhl/,0
ASROCK RX6700 XT CLD 12GO,ASRock, Radeon RX6700XT CLD 12G , 12 GB , GDDR6 , 269 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,$509.90 ,https://pcbuilder.net/component-details/graphics-card/asrock-radeon-rx6700xt-cld-12g-90-ga2kzz-00uanf/,0
ASRock RX 6700XT 12GB ASROCK Phantom Gaming,ASRock, Radeon RX6700XT PGD 12GO , 12 GB , GDDR6 , 305 mm , PCIe x16 , Radeon RX 6700 XT , 2457 MHz , 2622 MHz , FreeSync ,$737.40 ,https://pcbuilder.net/component-details/graphics-card/asrock-radeon-rx6700xt-pgd-12go-90-ga2ezz-00uanf/,0
"Sapphire Technology Nitro+ AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6, AMD RDNA 2",SapphireTechnology, RX 6700 XT 12GB Nitro+ , 12 GB , GDDR6 , 310.05 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,$499 ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6700-xt-12gb-nitro-plus-11306-01-20g/,0
"ASUS ROG Strix AMD Radeon RX 6700 XT OC Edition Gaming Graphics Card AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power II, GPU Tweak II",ASUS, ROG Strix RX 6700 XT OC Edition , 12 GB , GDDR6 , 322 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,$748.98 ,https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-rx-6700-xt-oc-edition-rog-strix-rx6700xt-o12g-gaming/,0
"PowerColor Hellhound Spectral White AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1",PowerColor, Hellhound Spectral RX 6700 XT , 12 GB , GDDR6 , 305 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,"$1,109 ",https://pcbuilder.net/component-details/graphics-card/powercolor-hellhound-spectral-rx-6700-xt-axrx-6700xt-12gbd6-3dhlv2/,0
"XFX Speedster MERC319 AMD Radeon RX 6700 XT Black Gaming Graphics Card with 12GB GDDR6 HDMI 3xDP, AMD RDNA 2",XFX, Speedster MERC319 RX 6700 XT Black , 12 GB , GDDR6 , 323 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,"$1,107.11 ",https://pcbuilder.net/component-details/graphics-card/xfx-speedster-merc319-rx-6700-xt-black-rx-67xtytbdp/,0
"PowerColor Fighter AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0",PowerColor, RX 6700 XT Fighter , 12 GB , GDDR6 , 228 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2581 MHz , FreeSync ,$549.99 ,https://pcbuilder.net/component-details/graphics-card/powercolor-rx-6700-xt-fighter-axrx-6700xt-12gbd6-3dh/,0
MSI Gaming Radeon RX 6700 XT 192-bit 12GB GDDR6 DP/HDMI Dual Torx 3.0 Fans FreeSync DirectX 12 VR Ready Graphics Card,MSI, RX 6700 XT MECH 2X 12G , 12 GB , GDDR6 , 247 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2620 MHz , FreeSync ,$449.99 ,https://pcbuilder.net/component-details/graphics-card/msi-rx-6700-xt-mech-2x-12g/,0
"ASUS Dual AMD Radeon RX 6700 XT Standard Edition 12GB GDDR6 Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1",ASUS, RX 6700 XT Standard Edition , 12 GB , GDDR6 , 295 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,$489.88 ,https://pcbuilder.net/component-details/graphics-card/asus-rx-6700-xt-standard-edition-dual-rx6700xt-12g/,0
Gigabyte AORUS Radeon RX 6700 XT ELITE 12GB Graphics Card,Gigabyte, AORUS RX 6700 XT ELITE , 12 GB , GDDR6 , 296 mm , PCIe x16 , Radeon RX 6700 XT , 2321 MHz , 2622 MHz , FreeSync ,"$1,350 ",https://pcbuilder.net/component-details/graphics-card/gigabyte-aorus-rx-6700-xt-elite-gv-r67xtaorus-e-12gd/,0
NVIDIA GeForce RTX 2080 Super Founders Edition Graphics Card,NVIDIA, GeForce RTX 2080 SUPER , 8 GB , GDDR6 , 266.74 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1815 MHz , G-Sync ,"$1,299.95 ",https://pcbuilder.net/component-details/graphics-card/nvidia-geforce-rtx-2080-super-900-1g180-2540-000/,0
MSI Gaming GeForce RTX 2080 Super 8GB GDRR6 256-Bit HDMI/DP Nvlink Tri-Frozr Turing Architecture Overclocked Graphics Card,MSI, GeForce RTX 2080 SUPER , 8 GB , GDDR6 , 328 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1845 MHz , G-Sync ,$599 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2080-super-rtx-2080-super-gaming-x-trio/,1
"EVGA, GeForce RTX 2080 Super Black Gaming, 8GB GDDR6",EVGA, GeForce RTX 2080 Super , 8 GB , GDDR6 , 269.83 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1815 MHz , G-Sync ,"$1,199.95 ",https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2080-super-08g-p4-3081-kr/,0
"GIGABYTE GeForce RTX 2080 Super Windforce OC 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6",Gigabyte, GeForce RTX 2080 Super , 8 GB , GDDR6 , 286.512 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1830 MHz , G-Sync ,$479 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-geforce-rtx-2080-super-gvn208swf3oc8gd/,1
ASUS GeForce RTX 2080 Super Overclocked 8G GDDR6 Dual-Fan EVO V2 Edition VR Ready HDMI DisplayPort 1.4 Graphics Card,ASUS, GeForce RTX 2080 SUPER , 8 GB , GDDR6 , 267 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1860 MHz , G-Sync ,$599 ,https://pcbuilder.net/component-details/graphics-card/asus-geforce-rtx-2080-super-dual-rtx2080s-o8g-evo-v2/,1
ASUS ROG Strix GeForce RTX 2080 Super Advanced Overclocked 8G GDDR6 HDMI DP 1.4 USB Type-C Gaming Graphics Card ,ASUS, ROG Strix GeForce RTX 2080 , 8 GB , GDDR6 , 299.7 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1860 MHz , G-Sync ,"$3,799.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-geforce-rtx-2080-rog-strix-rtx2080s-a8g-gaming/,0
"EVGA GeForce RTX 2080 Super FTW3 Ultra, Overclocked, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 8GB",EVGA, GeForce RTX 2080 SUPER , 8 GB , GDDR6 , 301.925 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1845 MHz , G-Sync ,$699.99 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2080-super-08g-p4-3287-kr/,1
"EVGA GeForce RTX 2080 Super XC Ultra, Overclocked, 2.75 Slot Extreme Cool Dual, 70C Gaming, RGB, Metal Backplate, 8GB GDDR6",EVGA, GeForce RTX 2080 Super , 8 GB , GDDR6 , 269.83 mm , PCIe x16 , GeForce RTX 2080 SUPER , 1650 MHz , 1845 MHz , G-Sync ,$525.69 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2080-super-08gp43183kr/,1
MSI GAMING GeForce RTX 2080 8GB GDRR6 256-bit HDMI/DP/USB Ray Tracing Turing Architecture Graphics Card (RTX 2080 VENTUS 8G OC),MSI, RTX 2080 VENTUS 8G OC , 8 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 , 1515 MHz , 1800 MHz , G-Sync ,$399 ,https://pcbuilder.net/component-details/graphics-card/msi-rtx-2080-ventus-8g-oc/,1
"Gigabyte AORUS GeForce RTX 2080 8G Graphics Card, 3X Stacked Windforce Fans, 8GB 256-Bit GDDR6, GV-N2080AORUS-8GC Video Card",Gigabyte, GV-N2080AORUS-8GC , 8 GB , GDDR6 , 290 mm , PCIe x16 , GeForce RTX 2080 , 1710 MHz , 1890 MHz , G-Sync ,$659 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-gv-n2080aorus-8gc/,1
"Gigabyte AORUS GeForce RTX 2080 Xtreme WATERFORCE 8G Graphics Card, 240mm AIO with RGB Fans, 8GB 256-Bit GDDR6",Gigabyte, GV-N2080AORUSX W-8GC , 8 GB , GDDR6 , 290 mm , PCIe x16 , GeForce RTX 2080 , 1710 MHz , 1890 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/gigabyte-gv-n2080aorusx-w-8gc/,0
"ZOTAC GAMING GeForce RTX 2080 Twin Fan 8GB GDDR6 256-bit Gaming Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Metal Backplate, Spectra Lighting, ZT-T20800G-10P",ZOTAC, ZT-T20800G-10P , 8 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2080 , 1515 MHz , 1710 MHz , G-Sync ,$500 ,https://pcbuilder.net/component-details/graphics-card/zotac-zt-t20800g-10p/,1
ASUS GeForce RTX 2080 O8G ROG STRIX OC Edition GDDR6 HDMI DP 1.4 Type-C graphics card,Asus, ROG Strix RTX2080 O8G Gaming , 8 GB , GDDR6 , 297.7 mm , PCIe x16 , GeForce RTX 2080 , 1515 MHz , 1890 MHz , G-Sync ,"$1,449.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-rtx2080-o8g-gaming/,1
"Gigabyte GeForce RTX 2080 Gaming OC White 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6, GV-N2080GAMINGOC WHITE-8GC Video Card",Gigabyte, GeForce RTX 2080 , 8 GB , GDDR6 , 286.5 mm , PCIe x16 , GeForce RTX 2080 , 1710 MHz , 1830 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/gigabyte-geforce-rtx-2080-gv-n2080gamingoc-white-8gc/,0
"Gigabyte GeForce RTX 2080 Windforce 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6, GV-N2080WF3-8GC Video Card",Gigabyte, GeForce RTX 2080 Windforce , 8 GB , GDDR6 , 280.35 mm , PCIe x16 , GeForce RTX 2080 , 1710 MHz , 1830 MHz , G-Sync ,$498.12 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-geforce-rtx-2080-windforce-gv-n2080wf3-8gc/,1
"Gigabyte 8GD GeForce RTX 2070 Super Windforce OC 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6, Video Card",Gigabyte, Windforce OC , 8 GB , GDDR6 , 280.35 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1785 MHz , G-Sync ,$668 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-windforce-oc-gv-n207swf3oc-8gd/,1
NVIDIA GeForce RTX 2070 Super Founders Edition Graphics Card,NVIDIA, Founders Edition , 8 GB , GDDR6 , 266.74 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1770 MHz , G-Sync ,$479 ,https://pcbuilder.net/component-details/graphics-card/nvidia-founders-edition-900-1g180-2515-000/,1
MSI Gaming GeForce RTX 2070 Super 8GB GDRR6 256-Bit HDMI/DP Nvlink Twin-Froze Turing Architecture Overclocked Graphics Card ,MSI, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 297 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1800 MHz , G-Sync ,$589.99 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2070-super-rtx-2070-super-gaming-x/,1
"EVGA GeForce RTX 2070 Super Gaming, 8GB GDDR6",EVGA, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 269.83 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1770 MHz , G-Sync ,$539 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2070-super-08g-p4-3071-kr/,1
"EVGA GeForce RTX 2070 Super XC ultra gaming, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate",EVGA, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 269.83 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1800 MHz , G-Sync ,$474.95 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2070-super-08g-p4-3173-kr/,1
"Gigabyte GeForce RTX 2070 Super Gaming OC 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6, Video Card",Gigabyte, GeForce RTX 2070 Super , 8 GB , GDDR6 , 286.5 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1815 MHz , G-Sync ,$529.99 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-geforce-rtx-2070-super-gv-n207sgaming-oc8gd/,1
Asus GeForce RTX 2070 Super Overclocked 8G EVO GDDR6 Dual-Fan Edition VR Ready HDMI DisplayPort Gaming Graphics Card ,ASUS, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 267 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1635 MHz , 1845 MHz , G-Sync ,$494.11 ,https://pcbuilder.net/component-details/graphics-card/asus-geforce-rtx-2070-super-dual-rtx2070s-o8g-evo/,1
"EVGA Corporation Graphics Card - GF RTX 2070 Super - 8 GB GDDR6 - PCIe 3.0 x16 - HDMI, 3 x DisplayPort, USB-C",EVGA, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 265.63 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1770 MHz , G-Sync ,$799 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2070-super-08g-p4-3070-kr/,1
ASUS ROG STRIX GeForce RTX 2070 SUPER Advanced Overclocked 8G GDDR6 HDMI DisplayPort USB Type-C Gaming Graphics Card,ASUS, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 299.7 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1635 MHz , 1830 MHz , G-Sync ,$484.36 ,https://pcbuilder.net/component-details/graphics-card/asus-geforce-rtx-2070-super-rog-strix-rtx2070s-a8g-gaming/,1
"EVGA GeForce RTX 2070 Super XC Gaming, 8GB GDDR6, Dual HDB Fans, RGB LED",EVGA, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 269.83 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1800 MHz , G-Sync ,$469.74 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-rtx-2070-super-rtx-2070-super-xc-gaming-08g-p4-3172-kr/,1
MSI Gaming GeForce RTX 2070 Super 8GB GDRR6 256-bit HDMI/DP NVLink Torx Fan Turing Architecture Overclocked G-SYNC Graphics Card ,MSI, GeForce RTX 2070 SUPER , 8 GB , GDDR6 , 258 mm , PCIe x16 , GeForce RTX 2070 SUPER , 1605 MHz , 1785 MHz , G-Sync ,$410 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2070-super-rtx-2070-super-ventus-gp-oc/,1
"EVGA GeForce GTX 1080 Ti FTW3 Gaming, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M, 3X Async Fan Control, Optimized Airflow Design Graphics Card 11G-P4-6696-KR",EVGA, GeForce GTX 1080 Ti FTW3 Gaming , 11 GB , GDDR5X , 300 mm , PCIe x16 , GeForce GTX 1080 Ti , 1569 MHz , 1683 MHz , G-Sync ,$529 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-gtx-1080-ti-ftw3-gaming-11g-p4-6696-kr/,1
"EVGA GeForce GTX 1080 Ti SC2 Gaming, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M, Asynch Fan, Optimized Airflow Design Graphics Card 11G-P4-6593-KR",EVGA, GeForce GTX 1080 Ti SC2 Gaming , 11 GB , GDDR5X , 267 mm , PCIe x16 , GeForce GTX 1080 Ti , 1556 MHz , 1670 MHz , G-Sync ,$519.99 ,https://pcbuilder.net/component-details/graphics-card/evga-geforce-gtx-1080-ti-sc2-gaming-11g-p4-6593-kr/,1
MSI GEFORCE GTX1080 TI GAMING X 11G,MSI, GeForce GTX 1080 Ti , 11 GB , GDDR5 , 290 mm , PCIe x16 , GeForce GTX 1080 Ti , 1569 MHz , 1683 MHz , G-Sync ,$419.99 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-gtx-1080-ti-gtx-1080-ti-gaming-x/,1
"Gigabyte Radeon Rx 5700 Xt Gaming OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, Video Card",Gigabyte, Radeon Rx 5700 Xt , 8 GB , GDDR6 , 279.85 mm , PCIe x16 , Radeon RX 5700 XT , 1650 MHz , 1905 MHz , FreeSync ,$518.95 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-radeon-rx-5700-xt-gvr57xtgaming-oc8gd/,1
PowerColor Navi AMD Radeon RX 5700 XT 8GB GDDR6 AXRX 5700Xt 8GBD6-M3DH,PowerColor, AXRX 5700XT 8GBD6-M3DH , 8 GB , GDDR6 , 270 mm , PCIe x16 , Radeon RX 5700 XT , 1605 MHz , 1905 MHz , FreeSync ,$899 ,https://pcbuilder.net/component-details/graphics-card/powercolor-axrx-5700xt-8gbd6-m3dh/,1
Sapphire Radeon PULSE RX 5700 Xt 8GB GDDR6 HDMI/ TRIPLE DP OC w/ Backplate (UEFI) PCIe 4.0 Graphics Card,SapphireTechnology, Radeon RX 5700 XT , 8 GB , GDDR6 , 254 mm , PCIe x16 , Radeon RX 5700 XT , 1670 MHz , 1925 MHz , FreeSync ,$840.99 ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-radeon-rx-5700-xt-11293-01-20g/,0
MSI Gaming Radeon Rx 5700 Xt Boost Clock: 1925 MHz 256-bit 8GB GDDR6 DP/HDMI Dual Fans Crossfire Freesync Navi Architecture Graphics Card,MSI, Radeon RX 5700 XT , 8 GB , GDDR6 , 232 mm , PCI Express 4.0 x16 , Radeon RX 5700 XT , 1670 MHz , 1815 MHz , FreeSync ,$377.99 ,https://pcbuilder.net/component-details/graphics-card/msi-radeon-rx-5700-xt-r5700xtmhc/,1
XFX RX 5700 Xt Thicc III Ultra 8GB Boost Up to 2025MHz GDDR6 3xDP HDMI Graphics Card,XFX, Radeon RX 5700 XT , 8 GB , GDDR6 , 315 mm , PCI Express 4.0 x16 , Radeon RX 5700 XT , 1810 MHz , 2025 MHz , FreeSync ,$899.95 ,https://pcbuilder.net/component-details/graphics-card/xfx-radeon-rx-5700-xt-rx-57xt8tbd8/,1
PowerColor Red Devil Radeon 8GB GDDR6 Graphics Card,PowerColor, Radeon RX 5700 XT , 8 GB , GDDR6 , 300 mm , PCIe x16 , Radeon RX 5700 XT , 1605 MHz , 1905 MHz , FreeSync ,$412.01 ,https://pcbuilder.net/component-details/graphics-card/powercolor-radeon-rx-5700-xt-axrx-5700xt-8gbd6-3dhe-oc/,1
MSI Gaming Radeon Rx 5700 Xt 256-bit 8GB GDDR6 HDMI/DP Dual Fans Crossfire Freesync Navi Architecture Graphics Card ,MSI, Radeon RX 5700 XT , 8 GB , GDDR6 , 297 mm , PCI Express 4.0 x16 , Radeon RX 5700 XT , 1730 MHz , 1980 MHz , FreeSync ,$339 ,https://pcbuilder.net/component-details/graphics-card/msi-radeon-rx-5700-xt-r5700xtgx/,1
Sapphire Radeon NITRO+ RX 5700 XT 8GB GDDR6 Dual HDMI / Dual DP OC (UEFI) PCIe 4.0 Graphics Card,SapphireTechnology, Radeon NITRO+ , 8 GB , GDDR6 , 306 mm , PCIe x16 , Radeon RX 5700 XT , 1770 MHz , 2010 MHz , FreeSync ,$432.89 ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-radeon-nitro-11293-03-40g/,1
XFX RX 5700 XT Triple Dissipation 8GB GDDR6 3xDP HDMI Graphics Card,XFX, Radeon RX 5700 XT , 8 GB , GDDR6 , 326 mm , PCIe x16 , Radeon RX 5700 XT , 1605 MHz , 1905 MHz , FreeSync ,$899.95 ,https://pcbuilder.net/component-details/graphics-card/xfx-radeon-rx-5700-xt-rx-57xt83ld8/,1
ASRock VCX RX 5700 XT Challenger D 8G OC 8GB GDDR6 PCIE 256B HDMI 3xDP Retail ,ASRock, RX5700 XT , 8 GB , GDDR6 , 281 mm , PCIe x16 , Radeon RX 5700 XT , 1650 MHz , 1905 MHz , FreeSync ,$393 ,https://pcbuilder.net/component-details/graphics-card/asrock-rx5700-xt-rx5700-xt-challenger-d-8g-oc/,1
PowerColor Radeon Rx 5700 Xt 8GB GDDR6 Graphics Card,PowerColor, Radeon RX 5700 XT , 8 GB , GDDR6 , 230 mm , PCIe x16 , Radeon RX 5700 XT , 1605 MHz , 1905 MHz , FreeSync ,$469.98 ,https://pcbuilder.net/component-details/graphics-card/powercolor-radeon-rx-5700-xt-axrx-5700xt-8gbd6-3dh/,1
"ASUS TUF Gaming 3 AMD Radeon RX 5700XT OC Edition Gaming Graphics Card (PCIe 4.0, 8GB, GDDR6, HDMI, DisplayPort, Axial-tech Fan Design",ASUS, TUF RX 5700XT OC Edition , 8 GB , GDDR6 , 282.6 mm , PCIe x16 , Radeon RX 5700 XT , 1605 MHz , 1980 MHz , FreeSync ,"$1,698.86 ",https://pcbuilder.net/component-details/graphics-card/asus-tuf-rx-5700xt-oc-edition-tuf-3-rx5700xt-o8g-evo-gaming/,1
PowerColor Red Dragon AMD Radeon RX 5700 XT 8GB AXRX 5700XT 8GBD6-3DHR/OC,PowerColor, Red Dragon RX 5700 XT , 8 GB , GDDR6 , 240 mm , PCIe x16 , Radeon RX 5700 XT , 1650 MHz , 1905 MHz , FreeSync ,$469.99 ,https://pcbuilder.net/component-details/graphics-card/powercolor-red-dragon-rx-5700-xt-axrx-5700xt-8gbd6-3dhr-oc/,1
"Gigabyte GeForce RTX 2070 Gaming OC 8G Graphics Card, 3X Windforce Fans, 8GB 256-Bit GDDR6, GV-N2070GAMING OC-8GC Video Card",Gigabyte, GV-N2070GAMING OC-8GC , 8 GB , GDDR6 , 280.35 mm , PCIe x16 , GeForce RTX 2070 , 1620 MHz , 1740 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/gigabyte-gv-n2070gaming-oc-8gc/,0
ZOTAC Gaming GeForce RTX 2070 Blower 8GB GDDR6 256-bit Dual Slot Gaming Graphics Card,ZOTAC, ZT-T20700A-10P , 8 GB , GDDR6 , 268 mm , PCIe x16 , GeForce RTX 2070 , 1410 MHz , 1620 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/zotac-zt-t20700a-10p/,0
MSI Gaming GeForce RTX 2070 8GB GDRR6 256-Bit HDMI/DP DirectX 12 VR Ready Ray Tracing Turing Architecture HDCP Graphics Card ,MSI, GeForce RTX 2070 , 8 GB , GDDR6 , 232 mm , PCIe x16 , GeForce RTX 2070 , 1410 MHz , 1620 MHz , G-Sync ,$429 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2070-geforce-rtx-2070-ventus-gp/,1
MSI GAMING GeForce RTX 2070 8GB GDRR6 256-bit HDMI/DP/USB Ray Tracing Turing Architecture HDCP Graphics Card,MSI, GeForce RTX 2070 VENTUS 8G , 8 GB , GDDR6 , 226 mm , PCIe x16 , GeForce RTX 2070 , 1410 MHz , 1620 MHz , G-Sync ,$599.99 ,https://pcbuilder.net/component-details/graphics-card/msi-geforce-rtx-2070-ventus-8g/,1
