name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,item_url,used
"PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1",PowerColor, RX 6900 XT Ultimate , 16 GB , GDDR6 , 320 mm , PCIe x16 , Radeon RX 6900 XT , 1825 MHz , 2425 MHz , FreeSync ,$999.96 ,https://pcbuilder.net/component-details/graphics-card/powercolor-rx-6900-xt-ultimate-axrx-6900xtu-16gbd6-3dhe-oc/,0
"ASRock RX6900XT OCF 16G AMD Radeon RX6900XT Graphics Board, 16GB",ASRock, RX 6900 XT 16GB OC Formula , 16 GB , GDDR6 , 332 mm , PCIe x16 , Radeon RX 6900 XT , 2125 MHz , 2475 MHz , FreeSync ,$933.20 ,https://pcbuilder.net/component-details/graphics-card/asrock-rx-6900-xt-16gb-oc-formula-90-ga2jzz-00uanf/,0
ASROCK Radeon RX 6900 XT Phantom Gaming D 16G OC,ASROCK, RX 6900 XT PGD 16G OC , 16 GB , GDDR6 , 300 W , PCIe x16 , Radeon RX 6900 XT , 1925 MHz , 2340 MHz , FreeSync ,$899.24 ,https://pcbuilder.net/component-details/graphics-card/asrock-rx-6900-xt-pgd-16g-oc-90-ga2dzz-00uanf/,0
"XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 ",XFX, Speedster MERC319 RX 6900 XT Ultra , 16 GB , GDDR6 , 340 mm , PCIe x16 , Radeon RX 6900 XT , 1925 MHz , 2340 MHz , FreeSync ,"$2,499.99 ",https://pcbuilder.net/component-details/graphics-card/xfx-speedster-merc319-rx-6900-xt-ultra-rx-69xtacud9/,0
Sapphire Technology Nitro+ AMD Radeon RX 6900 XT Special Edition PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology, RX 6900 XT Nitro+ Special Edition , 16 GB , GDDR6 , 310 mm , PCIe x16 , Radeon RX 6900 XT , 1825 MHz , 2365 MHz , FreeSync ,$927.99 ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-rx-6900-xt-nitro-plus-special-edition-11308-03-20g/,0
"PowerColor Red Devil Limited Edition AMD Radeon RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing",PowerColor, Red Devil RX 6900 XT , 16 GB , GDDR6 , 320 mm , PCIe x16 , Radeon RX 6900 XT , 1825 MHz , 2340 MHz , FreeSync ,"$2,199.99 ",https://pcbuilder.net/component-details/graphics-card/powercolor-red-devil-rx-6900-xt-axrx-6900xt-16gbd6-2dhce-oc/,0
"ASUS ROG Strix LC AMD Radeon RX 6900 XT OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Full-Coverage Cold Plate",ASUS, ROG Strix LC RX 6900 XT OC Edition , 16 GB , GDDR6 , 277 mm , PCIe x16 , Radeon RX 6900 XT , 1950 MHz , 2365 MHz , FreeSync ,"$1,394.99 ",https://pcbuilder.net/component-details/graphics-card/asus-rog-strix-lc-rx-6900-xt-oc-edition-rog-strix-lc-rx6900xt-o16g-gaming/,0
PowerColor AXRX 580 8GBD5-3DHG/OC Graphic Cards,PowerColor, ROG STRIX RXVEGA56 O8G , 8 GB , HBM2 , 298 mm , PCIe x16 , Radeon RX VEGA 56 , 1297 MHz , 1573 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/powercolor-rog-strix-rxvega56-o8g-axrx-580-8gbd5-3dhg-oc/,0
AMD Radeon Vega Graphics Card Blue ,AMD, Vega Frontier Edition , 16 GB , HBM2 , 267 mm , PCIe x16 , Vega Frontier Edition , 1440 MHz , 1600 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/amd-vega-frontier-edition-100-506061/,0
POWERCOLOR AX6870-2GBD5-6DG,PowerColor, POWERCOLOR AX6870-2GBD5-6DG , 2 GB , GDDR5 , 241.3 mm , PCIe x16 , Radeon HD 6870 , 900 MHz , 1050 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/powercolor-powercolor-ax6870-2gbd5-6dg-ax6870-2gbd5-6dg/,0
XFX AMD Radeon HD 6850 775M 1 GB DDR5 Graphics Card,XFX, Radeon HD 6850 , 1 GB , GDDR5 , 234 mm , PCIe x16 , Radeon HD 6850 , 775 MHz , 1100 MHz , FreeSync ,$369 ,https://pcbuilder.net/component-details/graphics-card/xfx-radeon-hd-6850-hd685xznfc/,0
POWERCOLOR AX6850-1GBD5-PPDHGJ ,NekidCow, Radeon HD 6850 , 1 GB , GDDR5 , , PCIe x16 , Radeon HD 6850 , 820 MHz , 1100 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/nekidcow-radeon-hd-6850-ax6850-1gbd5-ppdhgj/,0
POWERCOLOR AX6770-1GBD5-PPVG,NekidCow, AX6770 1GBD5-PPVG , 1 GB , GDDR5 , , PCIe x16 , Radeon HD 6770 , 900 MHz , 1225 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/nekidcow-ax6770-1gbd5-ppvg/,0
HIS Radeon HD 6750 1 GB (128bit) GDDR5 Eyefinity DisplayPort DL-DVI HDMI PCIe X16 2.1 Video Card,HIS, Radeon HD 6750 , 1 GB , GDDR5 , , PCIe x16 , Radeon HD 6750 , 700 MHz , 1150 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/his-radeon-hd-6750-h675f1gd/,0
POWERCOLOR AX5750-1GBD5-NS3DH,NekidCow, AX5750-1GBD5 , 1 GB , GDDR5 , 178 mm , PCIe x16 , Radeon HD 5750 , 700 MHz , 1150 MHz , ,N/A ,https://pcbuilder.net/component-details/graphics-card/nekidcow-ax5750-1gbd5-ax5750-1gbd5-ns3dh/,0
POWERCOLOR AX5750-1GBD5-LH -,NekidCow, POWERCOLOR AX5750-1GBD5-LH , 1 GB , GDDR5 , 178 mm , PCIe x16 , Radeon HD 5750 , 700 MHz , 1150 MHz , None ,N/A ,https://pcbuilder.net/component-details/graphics-card/nekidcow-powercolor-ax5750-1gbd5-lh-ax5750-1gbd5-lh/,0
PowerColor ATI Radeon HD5450 1 GB DDR3 VGA/DVI/HDMI PCI-Express Video Card 1 GBK3-SH,PowerColor, AX5450 1GBK3-SH , 1 GB , DDR3 , , PCIe x16 , Radeon HD 5450 , 650 MHz , 1100 MHz , None ,$99.99 ,https://pcbuilder.net/component-details/graphics-card/powercolor-ax5450-1gbk3-sh/,0
NekidCow POWERCOLOR AX5770-1GBD5-DHC1 -,NekidCow, AX5770-1GBD5-DHC1 , 1 GB , GDDR5 , 182 mm , PCIe x16 , Radeon HD 5770 , 850 MHz , 1100 MHz , None ,N/A ,https://pcbuilder.net/component-details/graphics-card/nekidcow-ax5770-1gbd5-dhc1/,0
HIS ATI Radeon HD5450 Silence 1 GB DDR3 VGA/ DVI/ DisplayPort Low Profile PCI-Express Video Card,HIS, HD5450 , 1 GB , DDR3 , 304.8 mm , PCIe x1 , Radeon HD 5450 , 650 MHz , 1000 MHz , None ,$99.99 ,https://pcbuilder.net/component-details/graphics-card/his-hd5450-h545h1gd1/,1
PowerColor ATI Radeon HD5450 512 MB DDR3 VGA/DVI/HDMI PCI-Express Video Card,PowerColor, ATI Radeon HD5450 , 0.5 GB , DDR3 , N/A , PCIe x16 , Radeon HD 5450 , 650 MHz , 1000 MHz , None ,$64.95 ,https://pcbuilder.net/component-details/graphics-card/powercolor-ati-radeon-hd5450-ax5450-512mk3-sh/,0
"VisionTek Radeon 5450 2GB DDR3 (DVI-I, HDMI, VGA) Graphics Card",VisionTek, Radeon 5450 , 2 GB , DDR3 , N/A , PCIe x16 , Radeon HD 5450 , 650 MHz , 1000 MHz , None ,$64.99 ,https://pcbuilder.net/component-details/graphics-card/visiontek-radeon-5450-900356/,0
"Diamond Multimedia AMD Radeon HD 5450 PCI Express GDDR3 1GB (DVI, HDMI, VGA) Low Profile Enhanced Heatsink Video Graphics Card",DiamondMultimedia, 5450PE31G , 1 GB , DDR3 , 152 mm , PCIe x16 , Radeon HD 5450 , 650 MHz , 1000 MHz , None ,$54.99 ,https://pcbuilder.net/component-details/graphics-card/diamond-multimedia-5450pe31g/,0
Sapphire Technology Technology Radeon 11276-02-40G Pulse RX Vega 56 8GB HBM2 HDMI/ Triple DP (UEFI) PCI-E Graphics Card,SapphireTechnology, Radeon RX VEGA 56 , 8 GB , HBM2 , 282 mm , PCIe x16 , Radeon RX VEGA 56 , 1208 MHz , 1512 MHz , FreeSync ,N/A ,https://pcbuilder.net/component-details/graphics-card/sapphire-technology-radeon-rx-vega-56-11276-02-40g/,0
"ZOTAC Gaming GeForce RTX 2080 Ti AMP Extreme 11GB GDDR6 352-bit Gaming Graphics Card, IceStorm 2.0, Extreme Overclock, Freeze Fan Stop, Active Fan Control, PowerBoost",ZOTAC, GeForce RTX 2080 Ti AMP Extreme , 11 GB , GDDR6 , 324 mm , PCIe x16 , GeForce RTX 2080 Ti , 1545 MHz , 1815 MHz , G-Sync ,N/A ,https://pcbuilder.net/component-details/graphics-card/zotac-geforce-rtx-2080-ti-amp-extreme-zt-t20810b-10p/,0
"GIGABYTE GeForce GTX 1650 Windforce OC 4G Graphics Card, 2X Windforce Fans, 4GB 128-Bit GDDR5, Gv-N1650WF2OC-4GD Video Card",Gigabyte, GeForce GTX 1650 Windforce OC , 4 GB , GDDR5 , 229 mm , PCIe x16 , GeForce GTX 1650 G5 , 1665 MHz , 1785 MHz , G-Sync ,$399 ,https://pcbuilder.net/component-details/graphics-card/gigabyte-geforce-gtx-1650-windforce-oc-gv-n1650wf2oc-4gd/,0
